angle_deg,seed,set_id,kappa,kr_hat,P32_hat
144,2,1,13.92,3.033,0.6428873449326443
144,2,2,16.06,2.633,1.2720539389894738
144,2,3,10.87,3.433,0.8807305240254198
144,2,5,22.37,3.7,1.0088380228500806
132,2,1,12.96,3.233,0.5979613419442386
132,2,2,17.71,2.767,1.2265818061668055
132,2,3,10.46,3.567,0.86609738489833
132,2,5,22.31,3.633,1.094184090687893
108,2,1,9.0,3.3,0.548983823011773
108,2,2,19.86,2.7,0.9848967322298947
108,2,3,10.94,3.433,0.8298517936142329
108,2,5,22.1,3.367,1.0926361931144868
120,2,1,9.49,3.167,0.5906462515230694
120,2,2,18.71,2.767,1.3413599165320076
120,2,3,10.38,3.433,0.8527180974466491
120,2,5,23.12,3.433,1.0989033850208396
84,2,1,11.82,3.1,0.7316118985121466
84,2,2,19.66,2.7,1.1679473823315831
84,2,3,10.36,3.5,0.6063025367101517
84,2,5,22.8,3.367,1.0747374061760597
168,2,1,12.59,2.833,0.8352787701291614
168,2,2,12.64,2.9,1.1100572804059865
168,2,3,10.87,3.233,0.9366380009531319
168,2,5,23.44,3.633,0.9344685891237318
180,2,1,14.02,2.767,0.8370369978206683
180,2,2,14.73,2.767,1.3540454124733459
180,2,3,11.08,3.033,0.9070851019072422
180,2,5,23.25,3.833,0.8505313961268738
12,3,1,17.37,2.633,0.8986129856916035
12,3,2,22.06,3.367,0.6740170559427403
12,3,3,10.7,2.9,0.8063269793344129
12,3,5,28.61,2.9,1.118303148057642
0,3,1,17.0,2.567,0.8832302763117843
0,3,2,16.0,3.567,0.5913548482061617
0,3,3,11.25,2.9,0.7888077783742968
0,3,5,29.62,2.967,1.0549198974988045
36,3,1,16.82,2.633,0.8748502405381111
36,3,2,21.46,3.633,0.7848763945183097
36,3,3,11.26,2.7,0.8726830398918296
36,3,5,24.64,3.033,1.081654135247717
72,3,1,14.48,2.967,0.6394841081688903
72,3,2,22.3,3.967,0.8464994936064806
72,3,3,10.05,2.5,1.142304497539004
72,3,5,28.16,3.033,1.200812543848748
96,3,1,11.8,3.167,0.7077559988606366
96,3,2,23.65,4.1,0.8777043599106505
96,3,3,12.09,2.7,0.9736309945818596
96,3,5,28.28,3.1,1.190491392788127
84,3,1,15.0,3.1,0.6849516496341598
84,3,2,23.17,4.033,0.8468102191417128
84,3,3,11.62,2.567,0.9781204764224518
84,3,5,27.84,3.033,1.1799876920413976
60,3,1,16.17,3.033,0.7872377597096
60,3,2,22.43,3.967,0.8106767954149185
60,3,3,9.81,2.433,0.9572920047348327
60,3,5,28.11,3.033,1.109288626425381
24,3,1,18.04,2.567,0.8543536453258673
24,3,2,22.55,3.7,0.8070950551304346
24,3,3,10.16,2.9,0.8878030035552659
24,3,5,25.78,3.167,1.0461988400799058
